#Software:	X.Y.Z vom 20AA-BB-CC
#Machine ID:	SN000000
#ARNI-Generation:	ARNI_Gen_X
#Kamera:	AV__Alvium_1800_U-2050
#Sensor:	imx183
#Auflösung:	5496 x 3672
#Schirmgröße:	360 mm x 240 mm
#Abstand:	680 mm
#Effektive Auflösung:	16 px/mm
#Stromversorgung:	Solar
#Experiment Parameter:
#UTC Time:	2026-08-21 20:48:26
#Longitude:	12.34567890
#Latitude:	45.67891011
#Sonnenuntergang:	2026-08-21 20:37:40
#Sonnenaufgang:	2026-08-22 06:11:54
#Mondaufgang:	2026-08-21 16:24:18
#Monduntergang:	2026-08-21 22:18:12
#Mondphase:	66.14
#Maximale Kulminationshöhe:	6.9
#Beginn Monitoring:	20:47:40
#Ende Monitoring:	05:11:54
#Aufnahme Intervall:	2 min
********************
#Starting new Programme
#Local Time:	20:48:26
code	time_read	LUX	Temp_in	Inner_Sensor	bus_voltage	shunt_voltage	current	power	Power_Sensor	Temp_out	air_pressure	air_humidity	Environment_Sensor	Status_Kamera	Exposure	Gain	Brightness	Status_Visible_LED	Power_Visible_LED	LepiLED	Gamma_Corr_value
Lepmon#SN000000_XX_YYY_2026-08-22_T_0345	03:45:01	0.00	24.00	1	11.67	1.25	240.78	2.84	1	1.63	1012.42	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0347	03:47:01	0.00	23.88	1	11.67	1.25	241.09	2.84	1	1.62	1012.47	100.00	1	1	180	6.0	177.0	1	4.40	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0349	03:49:01	0.00	24.00	1	11.67	1.25	240.78	2.84	1	1.60	1012.46	100.00	1	1	180	6.0	177.0	1	4.40	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0351	03:51:01	0.00	23.88	1	11.66	1.25	240.17	2.82	1	1.58	1012.48	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0353	03:53:02	0.00	24.12	1	11.67	1.25	240.78	2.84	1	1.56	1012.49	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0355	03:55:01	0.00	23.75	1	11.67	1.25	240.78	2.84	1	1.54	1012.47	100.00	1	1	180	6.0	177.0	1	4.39	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0357	03:57:01	0.00	24.00	1	11.67	1.25	240.78	2.84	1	1.54	1012.50	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0359	03:59:01	0.00	23.75	1	11.66	1.24	239.87	2.82	1	1.50	1012.47	100.00	1	1	180	6.0	177.0	1	4.40	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0401	04:01:01	0.00	23.75	1	11.67	1.25	240.78	2.84	1	1.50	1012.50	100.00	1	1	180	6.0	177.0	1	4.39	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0403	04:03:01	0.00	23.75	1	11.67	1.25	240.78	2.84	1	1.48	1012.52	100.00	1	1	180	6.0	177.0	1	4.40	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0405	04:05:01	0.00	23.75	1	11.67	1.25	240.17	2.82	1	1.47	1012.56	100.00	1	1	180	6.0	177.0	1	4.39	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0407	04:07:01	0.00	23.62	1	11.66	1.24	239.26	2.81	1	1.45	1012.53	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0409	04:09:01	0.00	23.62	1	11.66	1.24	238.65	2.81	1	1.46	1012.54	100.00	1	1	180	6.0	177.0	1	4.43	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0411	04:11:01	0.00	23.88	1	11.66	1.24	239.87	2.82	1	1.49	1012.53	100.00	1	1	180	6.0	177.0	1	4.41	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0413	04:13:01	0.00	23.88	1	11.67	1.25	240.17	2.82	1	1.52	1012.53	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0415	04:15:01	0.00	23.88	1	11.67	1.25	240.17	2.82	1	1.57	1012.49	100.00	1	1	180	6.0	177.0	1	4.41	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0417	04:17:01	0.00	23.62	1	11.66	1.24	239.26	2.81	1	1.58	1012.46	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0419	04:19:01	0.00	23.75	1	11.67	1.25	240.17	2.82	1	1.58	1012.37	100.00	1	1	180	6.0	177.0	1	4.41	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0421	04:21:01	0.00	23.62	1	11.67	1.25	240.17	2.82	1	1.56	1012.43	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0423	04:23:01	0.00	23.75	1	11.67	1.24	240.17	2.82	1	1.58	1012.43	100.00	1	1	180	6.0	177.0	1	4.41	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0425	04:25:01	0.00	23.62	1	11.66	1.24	239.26	2.81	1	1.56	1012.48	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0427	04:27:01	0.00	23.62	1	11.67	1.25	240.17	2.82	1	1.53	1012.52	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0429	04:29:01	0.00	23.50	1	11.67	1.25	240.17	2.82	1	1.50	1012.56	100.00	1	1	180	6.0	177.0	1	4.41	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0431	04:31:01	0.00	23.62	1	11.66	1.24	239.87	2.82	1	1.47	1012.57	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0433	04:33:01	0.00	23.75	1	11.67	1.25	240.17	2.82	1	1.48	1012.57	100.00	1	1	180	6.0	177.0	1	4.41	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0435	04:35:01	0.00	23.62	1	11.67	1.25	240.17	2.82	1	1.52	1012.56	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0437	04:37:01	0.00	23.75	1	11.66	1.24	238.65	2.81	1	1.53	1012.55	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0439	04:39:01	0.00	23.50	1	11.67	1.25	240.17	2.82	1	1.55	1012.56	100.00	1	1	180	6.0	177.0	1	4.41	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0441	04:41:02	0.00	23.75	1	11.67	1.25	240.17	2.82	1	1.55	1012.58	100.00	1	1	180	6.0	177.0	1	4.41	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0443	04:43:01	0.00	23.62	1	11.67	1.25	240.17	2.82	1	1.55	1012.57	100.00	1	1	180	6.0	177.0	1	4.40	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0445	04:45:01	0.00	23.88	1	11.66	1.24	239.26	2.81	1	1.57	1012.58	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0447	04:47:01	0.00	23.75	1	11.67	1.25	240.17	2.82	1	1.56	1012.54	100.00	1	1	180	6.0	177.0	1	4.40	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0449	04:49:02	0.00	23.75	1	11.67	1.25	240.78	2.84	1	1.61	1012.53	100.00	1	1	180	6.0	177.0	1	4.39	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0451	04:51:01	0.00	23.75	1	11.66	1.25	240.17	2.84	1	1.68	1012.59	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0453	04:53:01	0.00	23.88	1	11.67	1.25	241.09	2.84	1	1.79	1012.60	100.00	1	1	180	6.0	177.0	1	4.40	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0455	04:55:01	0.00	23.62	1	11.67	1.25	241.70	2.85	1	1.96	1012.62	100.00	1	1	180	6.0	177.0	1	4.39	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0457	04:57:02	0.00	23.75	1	11.67	1.25	241.70	2.85	1	2.15	1012.67	100.00	1	1	180	6.0	177.0	1	4.40	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0459	04:59:01	0.00	24.12	1	11.67	1.26	242.00	2.85	1	2.40	1012.69	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0501	05:01:01	0.00	24.12	1	11.67	1.26	242.00	2.85	1	2.68	1012.67	100.00	1	1	180	6.0	177.0	1	4.41	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0503	05:03:01	0.00	24.38	1	11.67	1.26	243.23	2.86	1	2.99	1012.70	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0505	05:05:02	0.00	24.25	1	11.67	1.27	244.14	2.88	1	3.29	1012.71	100.00	1	1	180	6.0	177.0	1	4.41	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0507	05:07:01	0.00	24.50	1	11.67	1.27	244.45	2.88	1	3.60	1012.74	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0509	05:09:01	0.00	24.62	1	11.66	1.27	244.14	2.88	1	3.90	1012.72	100.00	1	1	180	6.0	177.0	1	4.40	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0511	05:11:01	0.00	24.75	1	11.67	1.28	245.97	2.90	1	4.19	1012.75	100.00	1	1	180	6.0	177.0	1	4.40	active	0.65
Lepmon#SN000000_XX_YYY_2026-08-22_T_0513	05:13:01	0.00	25.00	1	11.66	1.27	245.67	2.88	1	4.46	1012.73	100.00	1	1	180	6.0	177.0	1	4.42	active	0.65
